iter	RMSE
558	20.33064642
559	20.32782515
560	20.32385403
561	20.3186272
562	20.31477348
563	20.31246194
564	20.30761168
565	20.30306478
566	20.29784808
567	20.29303793
568	20.28965677
569	20.28733695
570	20.28350157
571	20.27870337
572	20.27564061
573	20.27241735
574	20.26869418
575	20.26440951
576	20.26100118
577	20.25686374
578	20.25176348
579	20.24847172
580	20.24627237
581	20.24205833
582	20.2383323
583	20.23561429
584	20.23064857
585	20.22574253
586	20.22090382
587	20.21880592
588	20.21539836
589	20.21066504
590	20.20618905
591	20.20409427
592	20.20099604
593	20.19805969
594	20.19423438
595	20.18938066
596	20.18551035
597	20.18253493
598	20.1787987
599	20.17572956
600	20.17045602
601	20.16560037
602	20.16153812
603	20.15816188
604	20.15442885
605	20.1511833
606	20.14602255
607	20.14257788
608	20.13938541
609	20.13658339
610	20.13218073
611	20.12919596
612	20.12490362
613	20.12171009
614	20.11814058
615	20.11432362
616	20.10938587
617	20.10621151
618	20.10436711
619	20.10157563
620	20.09822737
621	20.09580114
622	20.09045709
623	20.08611026
624	20.08320209
625	20.07614934
626	20.07255465
627	20.06853775
628	20.0651807
629	20.06133104
630	20.05798048
631	20.05518255
632	20.05203127
633	20.04693526
634	20.04377275
635	20.04036282
636	20.037802
637	20.03597804
638	20.03238249
639	20.02832397
640	20.02346003
641	20.01724441
642	20.01388248
643	20.00921295
644	20.00587617
645	20.00263868
646	19.99784174
647	19.99259762
648	19.98782435
649	19.98457035
650	19.97824962
651	19.97494275
652	19.96996694
653	19.9656564
654	19.96287139
655	19.95933354
656	19.95645248
657	19.95224578
658	19.94829356
659	19.94365898
660	19.93963657
661	19.93609437
662	19.93373314
663	19.93157078
664	19.92771205
665	19.92488253
666	19.92232274
667	19.91815
668	19.91397033
669	19.90959461
670	19.90644838
671	19.90338383
672	19.90119526
673	19.8985981
674	19.89547955
675	19.89290253
676	19.8888653
677	19.88547695
678	19.88305995
679	19.87816949
680	19.87539271
681	19.87274286
682	19.86908085
683	19.86593385
684	19.86251259
685	19.85957216
686	19.85458778
687	19.85185542
688	19.848637
689	19.84522898
690	19.84152126
691	19.83701115
692	19.83298912
693	19.82760028
694	19.82436439
695	19.82145584
696	19.81783745
697	19.81406709
698	19.81117614
699	19.80839095
