ADM2_PCODE,Fecha_pred,Pred_mm,Media_hist_mm,Diff_pct,SPI_like,Alerta,month,Pred_t3_mm
VE1116,2025-09-11,43.066193,29.22222231384507,47.37480320430312,0.9245027483242959,Lluvia moderada,9,42.31111145019531
VE1117,2025-09-11,26.359936,26.184628187265613,0.6695056808852895,0.01068369718257913,Normal,9,33.46052932739258
VE1118,2025-09-11,17.599035,16.115288298829157,9.207076762878435,0.11934555934145182,Normal,9,24.698444366455078
VE1119,2025-09-11,39.76379,16.455229051131056,141.64835388834686,1.9324559730724977,Lluvia extrema,9,37.64107894897461
VE1120,2025-09-11,39.005882,26.500867470762785,47.187190405057606,0.8326762342819231,Lluvia moderada,9,37.26343536376953
VE1121,2025-09-11,24.01868,25.113360223913553,-4.3589533286007915,-0.07983845984336707,Normal,9,33.53126525878906
VE1122,2025-09-11,16.852823,15.550751879699249,8.373044517846314,0.09437242196316667,Normal,9,22.49939727783203
VE1123,2025-09-11,29.161198,26.464225019727433,10.191013115311925,0.19571351383403066,Normal,9,36.47301483154297
VE1124,2025-09-11,31.343283,28.694951579086762,9.22925802191747,0.15761927021050645,Normal,9,41.691314697265625
VE1125,2025-09-11,19.28431,20.639424531979667,-6.565663411171949,-0.0881524491309985,Normal,9,29.231346130371094
VE12,2025-09-11,49.190887,52.57103091075008,-6.429669346444207,-0.20095816994078947,Normal,9,47.505733489990234
VE1201,2025-09-11,67.43475,57.39029382404528,17.502018067234676,0.44346206409313416,Normal,9,53.62800598144531
VE1202,2025-09-11,44.63291,43.60170430706856,2.365062080596633,0.0632817321338649,Normal,9,36.98169708251953
VE1203,2025-09-11,48.901527,48.66053434959928,0.495253614468086,0.012698058410352367,Normal,9,43.74302291870117
VE1204,2025-09-11,74.5574,58.350469108811,27.77515708643182,0.6386735597558091,Normal,9,55.33882141113281
VE1205,2025-09-11,49.331066,51.56456548289249,-4.3314615965137895,-0.11664220428600264,Normal,9,46.959617614746094
VE1206,2025-09-11,52.337307,56.43637493319977,-7.263166639836851,-0.18470305606106582,Normal,9,49.683197021484375
VE1207,2025-09-11,47.863567,42.661109300484334,12.194849447460394,0.278012056817896,Normal,9,46.57569122314453
VE1208,2025-09-11,54.259865,58.38935459108281,-7.072333326637856,-0.2078586919329491,Normal,9,51.74515151977539
VE1209,2025-09-11,45.652233,44.65657735050173,2.229583708269534,0.057513461823144436,Normal,9,37.01729202270508
VE1210,2025-09-11,49.05602,47.23453082177872,3.8562635764069855,0.09154926672526165,Normal,9,49.83865737915039
VE1211,2025-09-11,45.898773,42.96911178316389,6.8180636941706165,0.17106955733039542,Normal,9,37.307655334472656
VE1212,2025-09-11,46.61437,47.6271929418234,-2.126567703328357,-0.04741602070567237,Normal,9,44.636138916015625
VE1213,2025-09-11,42.225006,39.98689593408341,5.5971090457274855,0.1380041862058727,Normal,9,36.82423400878906
VE1214,2025-09-11,48.47946,55.57644115534044,-12.76976239911073,-0.31481502580530474,Normal,9,41.80620574951172
VE1215,2025-09-11,48.372654,53.36924822886187,-9.36230963241879,-0.22623092555821417,Normal,9,37.14889907836914
VE13,2025-09-11,32.37958,33.6324468555307,-3.725168761869785,-0.09991972371609639,Normal,9,40.08622741699219
VE1301,2025-09-11,42.086407,31.10352807654474,35.31071653411932,0.7378450073998026,Normal,9,41.85948181152344
VE1302,2025-09-11,29.604183,26.486215573504456,11.772038987087662,0.2403543747471269,Normal,9,35.91126251220703
VE1303,2025-09-11,25.574623,20.377392331460364,25.50488645412133,0.5487422702724776,Normal,9,32.07300567626953
VE1304,2025-09-11,23.56721,24.203250160790923,-2.6279153121628673,-0.05550438087105486,Normal,9,32.798702239990234
VE1305,2025-09-11,34.736256,30.110851359546633,15.361253758568465,0.34120320255144104,Normal,9,40.579219818115234
VE1306,2025-09-11,37.610252,28.956766917293233,29.88415622432601,0.5839866401130132,Normal,9,40.79824447631836
VE1307,2025-09-11,42.048874,42.18156503376208,-0.31457138275614793,-0.006444255140034317,Normal,9,41.84300231933594
VE1308,2025-09-11,36.431507,43.54271477147152,-16.331567055931405,-0.4478766983334683,Normal,9,43.406944274902344
VE1309,2025-09-11,26.991337,28.257393406746083,-4.480443634741138,-0.10738142141507077,Normal,9,33.49707794189453
VE14,2025-09-11,40.841087,37.966713611344645,7.570773070822416,0.1979204644832495,Normal,9,47.13661575317383
VE1401,2025-09-11,51.060787,38.91322047011297,31.217068605628832,0.7326061342967609,Lluvia moderada,9,61.443328857421875
VE1402,2025-09-11,44.166336,43.51441105147053,1.4981818490629657,0.03671769859519582,Normal,9,56.9831657409668
VE1403,2025-09-11,36.13265,30.3214286682301,19.165389148949636,0.41163916182560895,Normal,9,44.473018646240234
VE1404,2025-09-11,53.014748,46.4246908273912,14.195154937573607,0.33905154911498947,Normal,9,55.38264465332031
VE1405,2025-09-11,49.724854,40.96801092391624,21.374829761619463,0.48037351769377196,Normal,9,52.85357666015625
VE1406,2025-09-11,38.852768,40.122351302240126,-3.16427955166552,-0.07119387772906044,Normal,9,45.715511322021484
VE1407,2025-09-11,45.934376,38.87009191154537,18.174085791898563,0.48776657660590494,Normal,9,60.825042724609375
VE1408,2025-09-11,43.71879,35.48721796050108,23.19587349911086,0.6465135047154171,Normal,9,47.41342544555664
VE1409,2025-09-11,36.961517,29.713815789473685,24.391689023926155,0.5290539273485586,Normal,9,39.064537048339844
VE1410,2025-09-11,37.55178,32.70676691729323,14.813490418182033,0.4359940115744084,Normal,9,49.14818572998047
VE1411,2025-09-11,40.972813,33.08757181812946,23.831427938564897,0.6637302704425558,Lluvia moderada,9,53.09486770629883
VE1412,2025-09-11,46.678688,42.903717564460926,8.79870253477162,0.20593966808911,Normal,9,51.0621223449707
VE1413,2025-09-11,35.669514,28.739849556657603,24.111692484937574,0.6946570459054381,Normal,9,43.624229431152344
VE1414,2025-09-11,46.246895,38.795739532413336,19.20611745984917,0.5067760592052719,Normal,9,60.85041809082031
VE1415,2025-09-11,73.94284,80.24310793195453,-7.851474747370483,-0.20570147229989275,Normal,9,69.66009521484375
VE1416,2025-09-11,35.245293,29.54135329024236,19.308321177066375,0.5177038490121029,Normal,9,42.478824615478516
VE1417,2025-09-11,39.307537,35.036437091970804,12.190451830689751,0.31353956108977643,Normal,9,44.23271179199219
VE1418,2025-09-11,26.999065,30.421052506095485,-11.248746591656872,-0.2319245641364196,Normal,9,39.59251403808594
VE1419,2025-09-11,52.97662,46.3145363671439,14.384432784781685,0.34170885746720564,Normal,9,59.91024398803711
VE1420,2025-09-11,34.32901,28.42531336877579,20.7691523551499,0.4471383219038949,Normal,9,42.65911102294922
VE1421,2025-09-11,33.094837,32.906014933621975,0.5738229180276624,0.012138642173873766,Normal,9,41.78993225097656
VE1422,2025-09-11,41.42086,33.352226630189364,24.192188874833658,0.7019395133726111,Normal,9,56.26309585571289
VE1423,2025-09-11,39.728413,38.295112781954884,3.742774840173161,0.08118439508169056,Normal,9,55.5254020690918
VE15,2025-09-11,44.27472,41.55242963303301,6.551457109223042,0.15167697025860716,Normal,9,39.37203598022461
VE1501,2025-09-11,48.52538,50.424812065927604,-3.7668616048305728,-0.08283740049680842,Normal,9,47.22101974487305
VE1502,2025-09-11,46.906094,44.18295727815843,6.163318363028275,0.11934603291677001,Normal,9,39.082237243652344
VE1503,2025-09-11,35.62267,33.9172933012023,5.0280424903715755,0.10235722127756286,Normal,9,36.98052215576172
VE1504,2025-09-11,38.4727,32.5468935563152,18.2069746383059,0.2983875218850557,Normal,9,38.366493225097656
VE1505,2025-09-11,46.11538,46.61236417383179,-1.066208181336373,-0.019217343704214084,Normal,9,39.70012283325195
