Estado,Municipio,ADM2_PCODE,Fecha_pred,Pred_mm,Media_hist_mm,Diff_pct,SPI_like,Alerta
Barinas,CruzParedes,VE0606,2025-06-21,102.2730616608562,79.04896666666667,29.379378344211364,16.431950234961707,Lluvia extrema
Barinas,Obispos,VE0608,2025-06-21,109.87322691307398,90.4124,21.52451092225621,4.485933132570188,Lluvia extrema
Barinas,Pedraza,VE0609,2025-06-21,104.17784595417876,97.70576666666668,6.624050461209987,1.458191466294592,Lluvia extrema
Barinas,Rojas,VE0610,2025-06-21,111.46306095219956,90.60586666666666,23.01969513990216,5.309482523059269,Lluvia extrema
Barinas,Sosa,VE0611,2025-06-21,115.19801211072952,93.89890000000001,22.683026223661308,4.092423503523515,Lluvia extrema
Bolívar,Angostura,VE0705,2025-06-21,98.0904540481537,58.37546666666667,68.03369574459425,10.440696023781594,Lluvia extrema
Bolívar,Caroní,VE0701,2025-06-21,92.41636259394176,56.106966666666665,64.71459443350486,8.303495641768004,Lluvia extrema
Bolívar,ElCallao,VE0703,2025-06-21,102.15484036365304,77.0094,32.65242991589733,7.581936390632828,Lluvia extrema
Bolívar,PadrePedroChien,VE0711,2025-06-21,90.51608887177304,61.85750000000001,46.33001474643014,8.104880909435536,Lluvia extrema
Bolívar,Piar,VE0706,2025-06-21,100.94845606808686,80.55073333333334,25.322826857881097,5.062271266537516,Lluvia extrema
Bolívar,Roscio,VE0708,2025-06-21,103.03291533782304,85.51853333333334,20.48021793851668,4.332482935138377,Lluvia extrema
Carabobo,Bejuma,VE0801,2025-06-21,97.64513387478296,45.150600000000004,116.26541812242351,48.87432244805556,Lluvia extrema
Carabobo,CarlosArevalo,VE0802,2025-06-21,103.54300355807791,51.9,99.50482381132547,25.405792594077727,Lluvia extrema
Carabobo,DiegoIbarra,VE0803,2025-06-21,95.51177530187684,40.9278,133.36650223534332,28.932307558670892,Lluvia extrema
Carabobo,Guacara,VE0804,2025-06-21,99.90745838916476,45.33776666666667,120.36254922679935,41.85881628902038,Lluvia extrema
Carabobo,JuanJoséMora,VE0805,2025-06-21,99.0901564886847,35.73393333333333,177.29988625755732,75.37579215047657,Lluvia extrema
Carabobo,Libertador,VE0806,2025-06-21,97.7219223772814,57.48126666666667,70.00655699529017,24.898744089011064,Lluvia extrema
Carabobo,LosGuayos,VE0807,2025-06-21,101.19788092714286,48.0278,110.70688419445167,32.06901134250938,Lluvia extrema
Carabobo,Miranda,VE0808,2025-06-21,97.8408287148737,52.144466666666666,87.63415366834774,30.808053120735824,Lluvia extrema
Carabobo,Montalbán,VE0809,2025-06-21,96.813761840864,45.461099999999995,112.95956728029901,80.13392674673604,Lluvia extrema
Carabobo,Naguanagua,VE0810,2025-06-21,99.5013366089858,45.235200000000006,119.96440075203775,59.432078890078444,Lluvia extrema
Carabobo,PuertoCabello,VE0811,2025-06-21,97.7036963445368,35.06276666666667,178.65369916008754,82.50665596375866,Lluvia extrema
Carabobo,SanDiego,VE0812,2025-06-21,100.97712925245034,45.672200000000004,121.09101215279827,42.22688390944212,Lluvia extrema
Carabobo,SanJoaquín,VE0813,2025-06-21,97.81430630743492,43.6022,124.3334196610146,31.419002457871837,Lluvia extrema
Carabobo,Valencia,VE0814,2025-06-21,100.47144351593234,58.9,70.57970036660838,25.430158424580362,Lluvia extrema
Cojedes,Anzoátegui,VE0901,2025-06-21,102.49359808075502,76.60683333333334,33.791717554467525,7.186490017223728,Lluvia extrema
Cojedes,EzequielZomora,VE0908,2025-06-21,101.18733470681892,77.13596666666666,31.18048438296911,8.887914881328417,Lluvia extrema
Cojedes,Girardot,VE0903,2025-06-21,107.063971008371,87.96223333333333,21.715839799850848,6.3370815806876815,Lluvia extrema
Cojedes,LimaBlanco,VE0904,2025-06-21,104.0500955682417,76.02443333333332,36.86401990269144,10.207847533239875,Lluvia extrema
Cojedes,PaodeSanJuanBautista,VE0905,2025-06-21,106.50460525922428,72.11226666666667,47.69277153848667,33.01793454584618,Lluvia extrema
Cojedes,Ricaurte,VE0906,2025-06-21,109.8240681405535,78.81333333333335,39.347066664549345,12.850720740605347,Lluvia extrema
Cojedes,RomuloGallegos,VE0907,2025-06-21,107.66979911606325,74.77296666666666,43.99562290479748,13.669060814250587,Lluvia extrema
Cojedes,Tinaco,VE0909,2025-06-21,106.7914921206385,73.00436666666667,46.28096509383022,13.475319973021797,Lluvia extrema
DeltaAmacuro,Casacoima,VE1002,2025-06-21,92.88053629938578,70.81049999999999,31.167745319388786,3.464187240431187,Lluvia extrema
DeltaAmacuro,Pedernales,VE1003,2025-06-21,106.25425526803132,78.04003333333334,36.153523684678895,3.647063359918115,Lluvia extrema
DeltaAmacuro,Tucupita,VE1004,2025-06-21,102.09062654941664,80.72006666666667,26.474903658094895,3.4975367250572313,Lluvia extrema
DistritoCapital,Libertador,VE0101,2025-06-21,96.36248350843098,35.28333333333333,173.11048703381482,18.408204909135883,Lluvia extrema
Falcón,Acosta,VE1101,2025-06-21,84.04944881318004,25.025566666666666,235.8543282263873,68.62017414490441,Lluvia extrema
Falcón,Bolívar,VE1102,2025-06-21,82.04550303291285,23.85696666666667,243.90584594959478,27.247819712235902,Lluvia extrema
Falcón,Buchivacoa,VE1103,2025-06-21,94.42660264836572,25.4893,270.45584872227056,117.53596747159538,Lluvia extrema
Falcón,CaciqueManaure,VE1104,2025-06-21,86.30455925605499,46.46826666666667,85.72795037772367,75.17512494737949,Lluvia extrema
Falcón,Carirubana,VE1105,2025-06-21,109.39802132847946,3.3296666666666668,3185.554750079471,183.25928427907965,Lluvia extrema
Falcón,Colina,VE1106,2025-06-21,85.14416934628002,23.31886666666667,265.12996348999246,20.718197885577634,Lluvia extrema
Falcón,Dabajuro,VE1107,2025-06-21,98.10830739861304,37.23483333333333,163.48528680208867,50.69900906522907,Lluvia extrema
Falcón,Democracia,VE1108,2025-06-21,93.36598844214,23.7295,293.4595690686276,104.12486332585766,Lluvia extrema
Falcón,Falcón,VE1109,2025-06-21,116.126256329501,4.7354666666666665,2352.266365782345,213.73952487256858,Lluvia extrema
Falcón,Federación,VE1110,2025-06-21,85.97647071458853,24.043033333333334,257.5941085411652,33.267956325792426,Lluvia extrema
Falcón,Jacura,VE1111,2025-06-21,84.6919741859237,43.2643,95.75486991797787,18.5822646207127,Lluvia extrema
Falcón,Mauroa,VE1113,2025-06-21,98.5767394035734,31.679733333333335,211.16656938475933,83.53360959539586,Lluvia extrema
Falcón,Miranda,VE1114,2025-06-21,90.98706119916712,11.341966666666668,702.2159108135313,72.62108548159884,Lluvia extrema
Falcón,MonseñorIturriza,VE1115,2025-06-21,89.77404894046848,42.980066666666666,108.87368471695052,51.84149926706441,Lluvia extrema
Falcón,PalmaSola,VE1116,2025-06-21,93.86479844568233,42.05063333333334,123.21851302837845,33.29109817065421,Lluvia extrema
Falcón,Petit,VE1117,2025-06-21,84.51464913413926,34.224399999999996,146.94267579311622,17.291035375025963,Lluvia extrema
Falcón,Píritu,VE1118,2025-06-21,88.75299470148549,25.7743,244.34686762195477,29.92524388976656,Lluvia extrema
Falcón,SanFrancisco,VE1119,2025-06-21,80.39982169315697,40.899,96.58138754775658,33.82623970379908,Lluvia extrema
Falcón,Silva,VE1120,2025-06-21,95.38102277273548,38.122233333333334,150.19788829983415,70.37065789026981,Lluvia extrema
Falcón,Sucre,VE1121,2025-06-21,87.7116995186198,13.110266666666666,569.0306288096336,91.57867014371217,Lluvia extrema
Falcón,Tocópero,VE1122,2025-06-21,102.5593547042504,22.42223333333333,357.40026508324513,22.84259066054768,Lluvia extrema
Falcón,Unión,VE1123,2025-06-21,90.9325005883137,38.896033333333335,133.7834807190631,19.022612797280676,Lluvia extrema
Falcón,Urumaco,VE1124,2025-06-21,83.63446273622229,19.030933333333333,339.4659014948765,92.97863062992988,Lluvia extrema
Falcón,Zamora,VE1125,2025-06-21,82.18690294706126,27.38596666666667,200.10590441233742,14.776784828466274,Lluvia extrema
Guárico,Camaguán,VE1201,2025-06-21,102.164954063568,89.83736666666667,13.722115701188928,3.4565918201792845,Lluvia extrema
Guárico,Chaguaramas,VE1202,2025-06-21,91.80945848835162,51.00873333333333,79.98772462823678,44.55779314587636,Lluvia extrema
Guárico,ElSocorro,VE1203,2025-06-21,93.65993749326836,56.097633333333334,66.95880365707946,9.278315310828981,Lluvia extrema
Guárico,Infante,VE1205,2025-06-21,96.38968837570448,57.79443333333333,66.78022919572615,8.676477243262985,Lluvia extrema
Guárico,LasMercedes,VE1206,2025-06-21,97.33786349909812,66.58193333333332,46.19260605093794,7.273212707369303,Lluvia extrema
Guárico,Mellado,VE1207,2025-06-21,100.3960316170502,62.24539999999999,61.290684318921905,14.61299700426766,Lluvia extrema
Guárico,Miranda,VE1208,2025-06-21,100.41007268963853,76.59013333333333,31.100532561598712,9.278504676134899,Lluvia extrema
Guárico,Monagas,VE1209,2025-06-21,94.18751073006626,54.6654,72.2982192210544,28.89161977058815,Lluvia extrema
Guárico,Ortíz,VE1210,2025-06-21,105.36848619566416,64.48576666666666,63.3980514495925,17.70689288714621,Lluvia extrema
Guárico,Ribas,VE1211,2025-06-21,94.36218569929406,52.426433333333335,79.98971072345958,24.39375670924709,Lluvia extrema
Guárico,Roscio,VE1212,2025-06-21,101.11958173831908,61.57533333333333,64.22092462076657,10.233715823409444,Lluvia extrema
Guárico,SanGerónimodeGuayabal,VE1204,2025-06-21,103.55647559433224,88.61126666666667,16.86603689335093,2.2777540247084684,Lluvia extrema
Guárico,Zaraza,VE1215,2025-06-21,92.8159492254738,50.257799999999996,84.67968996946506,15.219786711543568,Lluvia extrema
Lara,AndrésEloyBlanco,VE1301,2025-06-21,98.58576023518047,68.08376666666666,44.80068460055894,8.850084614886727,Lluvia extrema
Lara,Crespo,VE1302,2025-06-21,90.44138964767836,36.4495,148.12792945768354,29.369803340315535,Lluvia extrema
Lara,Iribarren,VE1303,2025-06-21,85.07432859636786,28.128933333333332,202.44420429392224,43.74881999298712,Lluvia extrema
Lara,Jiménez,VE1304,2025-06-21,89.88800200153344,25.76953333333333,248.81501670525705,69.73329878472968,Lluvia extrema
Lara,Morán,VE1305,2025-06-21,103.39452783612238,50.5695,104.46025338617622,33.3758774537151,Lluvia extrema
Lara,Palavecino,VE1306,2025-06-21,87.08484105458628,55.4125,57.15739418829015,10.111230652449617,Lluvia extrema
Lara,SimónPlanas,VE1307,2025-06-21,91.9582348213626,74.3218,23.72982734724213,4.609214701692488,Lluvia extrema
Lara,Torres,VE1308,2025-06-21,94.25604533756476,19.979699999999998,371.7590621358918,53.196173189172804,Lluvia extrema
Lara,Urdaneta,VE1309,2025-06-21,90.3199847592655,24.630266666666664,266.70323542010175,50.08165932167668,Lluvia extrema
Miranda,Acevedo,VE1501,2025-06-21,99.13373530716322,67.4589,46.9542718709662,15.116575690908876,Lluvia extrema
Miranda,AndrésBello,VE1502,2025-06-21,97.08608624577838,53.30743333333333,82.12485609407516,38.73637849856957,Lluvia extrema
Miranda,Baruta,VE1503,2025-06-21,99.4900615346044,44.27036666666667,124.73286088573407,13.111895997659145,Lluvia extrema
Miranda,Brión,VE1504,2025-06-21,107.47324960663607,48.877766666666666,119.88167000259028,33.26483978692863,Lluvia extrema
Miranda,Buroz,VE1505,2025-06-21,100.45712156649304,55.3889,81.36688319589854,30.0569416981054,Lluvia extrema
Miranda,Carrizal,VE1506,2025-06-21,96.98242738145348,48.13333333333333,101.48703749609447,11.850063674641206,Lluvia extrema
Miranda,CristóbalRojas,VE1508,2025-06-21,102.0707849159734,54.0178,88.95768601456076,13.368176408895884,Lluvia extrema
Miranda,ElHatillo,VE1509,2025-06-21,107.03135811031753,51.068900000000006,109.58226652682457,16.182220933153484,Lluvia extrema
Miranda,Guaicaipuro,VE1510,2025-06-21,95.55508039182769,52.3881,82.39844619642186,9.591901141810565,Lluvia extrema
Miranda,Independencia,VE1511,2025-06-21,94.1762212712903,65.84546666666665,43.026127748542024,11.417563443086793,Lluvia extrema
Miranda,Lander,VE1512,2025-06-21,93.2903151601962,61.418933333333335,51.8917866155217,11.240405422832248,Lluvia extrema
Miranda,LosSalias,VE1513,2025-06-21,100.7179874177476,47.22776666666667,113.26011057989386,12.434621547401939,Lluvia extrema
Miranda,PazCastillo,VE1515,2025-06-21,107.14964638687104,58.776066666666665,82.30149185474198,15.214672181329338,Lluvia extrema
Miranda,PedroGual,VE1516,2025-06-21,96.8390756888343,44.423833333333334,117.9890127045189,28.744149367860125,Lluvia extrema
Miranda,Plaza,VE1517,2025-06-21,117.43271574853463,48.10183333333334,144.13355502430878,30.544783716801973,Lluvia extrema
Miranda,Páez,VE1514,2025-06-21,93.1277963434072,51.8997,79.43802438820879,30.424431671175768,Lluvia extrema
Miranda,SimónBolívar,VE1518,2025-06-21,98.47819511389146,59.22776666666667,66.27031653603595,12.785377862532703,Lluvia extrema
Miranda,Sucre,VE1519,2025-06-21,109.79191685514571,43.0127,155.25465003393347,24.858342167334946,Lluvia extrema
Miranda,Urdaneta,VE1520,2025-06-21,95.93308070984376,60.93113333333333,57.445094915643196,9.165435924381383,Lluvia extrema
Miranda,Zamora,VE1521,2025-06-21,110.88412634913831,53.81373333333333,106.05172598284388,26.397102265533395,Lluvia extrema
Monagas,Acosta,VE1601,2025-06-21,103.1037592853838,44.073499999999996,133.93594628378463,51.201152074209524,Lluvia extrema
Monagas,Aguasay,VE1602,2025-06-21,105.62915850273151,56.193733333333334,87.97319956685237,9.842176164731915,Lluvia extrema
Monagas,Bolívar,VE1603,2025-06-21,99.92311567058864,74.15186666666666,34.754686783234924,6.8622696136033365,Lluvia extrema
Monagas,Caripe,VE1604,2025-06-21,106.50029191089412,55.5587,91.6896758039589,24.909500252142166,Lluvia extrema
Monagas,Cedeño,VE1605,2025-06-21,100.32241936573485,48.92223333333333,105.06508499353366,19.77928729613972,Lluvia extrema
Monagas,EzequielZamora,VE1606,2025-06-21,94.98239026458148,52.337633333333336,81.4801018220442,10.916150862028061,Lluvia extrema
Monagas,Libertador,VE1607,2025-06-21,90.2566072372458,54.169133333333335,66.61999497360576,6.098799097090873,Lluvia extrema
Monagas,Maturín,VE1608,2025-06-21,98.79265277585635,62.44736666666667,58.20147117362785,5.614419483672413,Lluvia extrema
Monagas,Piar,VE1609,2025-06-21,102.86794428318588,55.9305,83.92101676757025,12.184511099045269,Lluvia extrema
Monagas,Punceres,VE1610,2025-06-21,94.40162221153496,68.42630000000001,37.96102114469866,5.930237888720584,Lluvia extrema
Monagas,Sotillo,VE1612,2025-06-21,89.5794008119043,64.09373333333333,39.763119033848824,3.826637239050172,Lluvia extrema
Monagas,Uracoa,VE1613,2025-06-21,89.8442897013648,59.911699999999996,49.96117569917863,5.126556056613373,Lluvia extrema
Mérida,AlbertoAdriani,VE1401,2025-06-21,96.79755562984882,41.575,132.82635148490394,24.972475138249585,Lluvia extrema
Mérida,AndrésBello,VE1402,2025-06-21,92.00567101309714,38.7361,137.51919014329562,26.231528368265284,Lluvia extrema
Mérida,AntonioPintoSalinas,VE1403,2025-06-21,96.1819373879803,31.466666666666665,205.66293661434418,46.6877003303357,Lluvia extrema
Mérida,Aricagua,VE1404,2025-06-21,94.9437105434897,77.95773333333334,21.78870072777432,3.787207191269439,Lluvia extrema
Mérida,ArzobispoChacón,VE1405,2025-06-21,93.16754445478884,64.16123333333333,45.20846875053136,9.499094371107129,Lluvia extrema
Mérida,CampoElías,VE1406,2025-06-21,96.7822507903983,37.765633333333334,156.27069440663854,26.976664518338016,Lluvia extrema
Mérida,CaraccioloParraOlmedo,VE1407,2025-06-21,100.48099144410897,39.064800000000005,157.21619320746288,22.491234600433803,Lluvia extrema
Mérida,CardenalQuintero,VE1408,2025-06-21,95.32023269791004,52.581133333333334,81.28219506726123,33.33125714421922,Lluvia extrema
Mérida,Guaraque,VE1409,2025-06-21,87.38124632515255,37.51943333333333,132.89596500254325,30.84362787067089,Lluvia extrema
Mérida,JulioCésarSalas,VE1410,2025-06-21,102.73566745907964,33.53333333333333,206.3687896394025,64.86766318477363,Lluvia extrema
Mérida,JustoBriceño,VE1411,2025-06-21,97.99081796424582,36.71176666666666,166.91937452636668,30.429218763052827,Lluvia extrema
Mérida,Libertador,VE1412,2025-06-21,96.1438130737942,52.1688,84.29370250761798,19.09800545254454,Lluvia extrema
Mérida,Miranda,VE1413,2025-06-21,99.22083757467952,30.847433333333335,221.65022127614998,57.20907741660888,Lluvia extrema
Mérida,ObispoRamosdeLora,VE1414,2025-06-21,94.431401251908,36.6926,157.3581628227708,26.3217680643164,Lluvia extrema
Mérida,PuebloLlano,VE1416,2025-06-21,91.96079068166914,39.6185,132.11578096512775,114.47562548475022,Lluvia extrema
Mérida,Rangel,VE1417,2025-06-21,98.27872825355544,39.606399999999994,148.13850350841142,72.52466732669667,Lluvia extrema
Mérida,RivasDavila,VE1418,2025-06-21,88.53614668023519,27.564433333333334,221.19704987067342,72.68909995195763,Lluvia extrema
Mérida,SantosMarquina,VE1419,2025-06-21,99.93537218796344,58.525,70.75672308921561,28.562294218237593,Lluvia extrema
Mérida,Sucre,VE1420,2025-06-21,96.60389933514868,29.4026,228.55563567558204,44.203243949339345,Lluvia extrema
Mérida,Tovar,VE1421,2025-06-21,96.34665188102908,24.307433333333332,296.3670312690181,92.83908397492891,Lluvia extrema
Mérida,TulioFebresCordero,VE1422,2025-06-21,99.27873403173218,44.22303333333333,124.49553218887937,22.0662964246715,Lluvia extrema
Mérida,Zea,VE1423,2025-06-21,98.5183456523812,30.7389,220.50055679409869,89.99622289040168,Lluvia extrema
NuevaEsparta,Arismendi,VE1702,2025-06-21,115.20245432030248,20.6778,457.1310986676651,49.20927302114772,Lluvia extrema
NuevaEsparta,Díaz,VE1703,2025-06-21,106.35001742203478,26.15553333333333,306.6061894692829,51.02286977048363,Lluvia extrema
NuevaEsparta,García,VE1704,2025-06-21,94.15709049277524,21.1,346.24213503684945,74.09420296275286,Lluvia extrema
NuevaEsparta,Gómez,VE1705,2025-06-21,115.46342630321104,24.466633333333334,371.922003857816,32.59962747990722,Lluvia extrema
NuevaEsparta,Maneiro,VE1706,2025-06-21,118.43958657429866,21.788866666666667,443.57846319511185,36.071532335067104,Lluvia extrema
NuevaEsparta,Marcano,VE1707,2025-06-21,117.91418101425734,25.888866666666665,355.4628927270822,40.90463617488849,Lluvia extrema
NuevaEsparta,Mariño,VE1708,2025-06-21,97.93646872728488,20.722233333333335,372.61541336737287,48.12589666258038,Lluvia extrema
NuevaEsparta,PeninsuladeMacanao,VE1709,2025-06-21,118.57787798270512,17.661866666666665,571.3779478728474,92.70614167768342,Lluvia extrema
NuevaEsparta,Tubores,VE1710,2025-06-21,103.27323429348836,20.084466666666668,414.1945564573369,342.68463782485753,Lluvia extrema
Portuguesa,AguaBlanca,VE1801,2025-06-21,101.17259328461076,78.20693333333332,29.365248031646086,7.571801837539005,Lluvia extrema
Portuguesa,Araure,VE1802,2025-06-21,106.69990309197648,83.8134,27.306496445647685,6.546896090817537,Lluvia extrema
Portuguesa,Esteller,VE1803,2025-06-21,110.52205482237208,98.2353,12.507474219931215,3.717952869531936,Lluvia extrema
Portuguesa,Guanare,VE1804,2025-06-21,107.10652204820502,96.0283,11.536413794896943,2.9870952267570265,Lluvia extrema
Portuguesa,Guanarito,VE1805,2025-06-21,111.29710149537787,96.42316666666667,15.425685904021542,3.1122544400174164,Lluvia extrema
Portuguesa,MonseñorJoséVicentedeUnda,VE1806,2025-06-21,103.63402144555572,72.0,43.93614089660517,15.738047499649507,Lluvia extrema
Portuguesa,Ospino,VE1807,2025-06-21,110.01646816774046,99.35573333333333,10.729863770056339,2.67741903557202,Lluvia extrema
Portuguesa,Papelón,VE1809,2025-06-21,106.04884869224172,96.74480000000001,9.617104683912423,2.0081505828798742,Lluvia extrema
Portuguesa,Páez,VE1808,2025-06-21,109.01007267893311,81.1763,34.28805289097078,6.553290302536177,Lluvia extrema
Portuguesa,SanGenarodeBoconoito,VE1810,2025-06-21,103.54106777132282,88.67666666666666,16.762471643787716,5.2751045227225974,Lluvia extrema
Portuguesa,SantaRosalía,VE1812,2025-06-21,108.55132247972168,91.79873333333333,18.24925959006153,3.758725072127412,Lluvia extrema
Portuguesa,Sucre,VE1813,2025-06-21,106.5829520100536,87.9786,21.14645153486598,5.887059675853697,Lluvia extrema
Portuguesa,Turén,VE1814,2025-06-21,111.30115305615205,86.16206666666666,29.17651277648716,8.112727379897986,Lluvia extrema
Sucre,AndrésEloyBlanco,VE1901,2025-06-21,102.7846724770194,64.9596,58.22861051641237,18.14351769593991,Lluvia extrema
Sucre,AndrésMata,VE1902,2025-06-21,96.93516080270152,57.6299,68.20289607079228,40.053041885828655,Lluvia extrema
Sucre,Arismendi,VE1903,2025-06-21,100.41944100448634,64.4139,55.89716040246957,10.14540496044647,Lluvia extrema
Sucre,Benítez,VE1904,2025-06-21,107.8730121477234,72.16103333333334,49.48928412572168,7.486648140486256,Lluvia extrema
Sucre,Bermúdez,VE1905,2025-06-21,100.8565285671658,54.40416666666667,85.38383132511136,26.24361900123747,Lluvia extrema
Sucre,Bolívar,VE1906,2025-06-21,93.85322666386152,41.660333333333334,125.28198685526965,70.86615910635406,Lluvia extrema
Sucre,Cajigal,VE1907,2025-06-21,101.25241851168994,68.6622,47.46457077065684,6.839602344354537,Lluvia extrema
Sucre,CruzSalmerónAcosta,VE1908,2025-06-21,91.83709000581582,34.65553333333334,164.99978841036202,141.369299432538,Lluvia extrema
Sucre,Libertador,VE1909,2025-06-21,102.57203270024932,75.6037,35.67065196577591,6.092142029533004,Lluvia extrema
Sucre,Mariño,VE1910,2025-06-21,102.13910209534173,47.4378,115.31163353979679,20.193833792081037,Lluvia extrema
Sucre,Mejía,VE1911,2025-06-21,104.21111807132766,42.53493333333333,145.00124933700224,71.6414710149012,Lluvia extrema
Sucre,Montes,VE1912,2025-06-21,99.62467630438478,45.164633333333335,120.58116927267893,126.56863995945298,Lluvia extrema
Sucre,Ribero,VE1913,2025-06-21,106.9631348484004,41.319066666666664,158.87113015234388,47.190272539714414,Lluvia extrema
Sucre,Sucre,VE1914,2025-06-21,95.58253339333686,45.260000000000005,111.18544717926834,30.82531554010606,Lluvia extrema
Sucre,Valdez,VE1915,2025-06-21,107.73679952565789,48.1963,123.5374904829995,18.5809537591172,Lluvia extrema
