ADM2_PCODE,Fecha_pred,Pred_mm,Pred_t3_mm,Fecha_base
VE2207,2025-09-11,41.763977,44.546329498291016,2025-09-01
VE2208,2025-09-11,41.724167,44.03691101074219,2025-09-01
VE2209,2025-09-11,42.118336,45.866146087646484,2025-09-01
VE2210,2025-09-11,31.62558,38.503841400146484,2025-09-01
VE2211,2025-09-11,47.558987,46.923553466796875,2025-09-01
VE2212,2025-09-11,42.008507,44.72136688232422,2025-09-01
VE2213,2025-09-11,37.69162,38.90436935424805,2025-09-01
VE2214,2025-09-11,45.745365,45.844276428222656,2025-09-01
VE23,2025-09-11,55.069954,64.8763656616211,2025-09-01
VE2301,2025-09-11,24.369837,38.43190383911133,2025-09-01
VE2302,2025-09-11,53.39312,57.882179260253906,2025-09-01
VE2303,2025-09-11,44.356415,45.77333450317383,2025-09-01
VE2304,2025-09-11,66.1815,80.63380432128906,2025-09-01
VE2305,2025-09-11,61.19395,67.17420959472656,2025-09-01
VE2306,2025-09-11,47.6578,61.208683013916016,2025-09-01
VE2307,2025-09-11,51.907803,55.41997528076172,2025-09-01
VE2308,2025-09-11,98.98942,117.9150161743164,2025-09-01
VE2309,2025-09-11,47.3811,49.595672607421875,2025-09-01
VE2310,2025-09-11,47.334553,49.75294876098633,2025-09-01
VE2311,2025-09-11,75.85962,82.21692657470703,2025-09-01
VE2312,2025-09-11,44.093075,50.030426025390625,2025-09-01
VE2313,2025-09-11,33.341957,42.08469009399414,2025-09-01
VE2314,2025-09-11,42.32833,43.64997482299805,2025-09-01
VE2315,2025-09-11,28.752914,40.007869720458984,2025-09-01
VE2316,2025-09-11,56.601414,59.59054183959961,2025-09-01
VE2317,2025-09-11,37.567528,45.159332275390625,2025-09-01
VE2318,2025-09-11,39.497787,44.036739349365234,2025-09-01
VE2319,2025-09-11,43.4456,44.40058135986328,2025-09-01
VE2320,2025-09-11,43.30432,54.32325744628906,2025-09-01
VE2321,2025-09-11,54.637257,57.38725280761719,2025-09-01
VE24,2025-09-11,30.887154,37.0850830078125,2025-09-01
VE2401,2025-09-11,30.887154,37.0850830078125,2025-09-01
